
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
88:1D:FC:91:16:7F, 2019-11-25 17:14:31, 2019-11-25 17:21:24, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
DC:F7:19:4D:82:A0, 2019-11-25 17:14:31, 2019-11-25 17:21:24, 11,  -1, WPA, ,   ,  -1,        0,        2,   0.  0.  0.  0,   0, , 
84:3D:C6:37:3A:30, 2019-11-25 17:16:31, 2019-11-25 17:20:50, 11,  -1, OPN, ,   ,  -1,        0,        2,   0.  0.  0.  0,   0, , 
64:F6:9D:5B:C5:00, 2019-11-25 17:19:36, 2019-11-25 17:20:11, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
70:6B:B9:89:DC:80, 2019-11-25 17:19:25, 2019-11-25 17:19:25, -1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
00:A6:CA:29:BA:20, 2019-11-25 17:18:23, 2019-11-25 17:18:23, 11,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
C8:60:00:B1:3D:CC, 2019-11-25 17:16:59, 2019-11-25 17:17:28, 11,  -1, WPA, ,   ,  -1,        0,       41,   0.  0.  0.  0,   0, , 
88:1D:FC:88:62:20, 2019-11-25 17:15:53, 2019-11-25 17:16:00, 11,  -1, WPA, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
DC:F7:19:4D:89:CF, 2019-11-25 17:14:22, 2019-11-25 17:16:41, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
FC:5B:39:AE:06:E0, 2019-11-25 17:17:30, 2019-11-25 17:18:09, 11,  -1, OPN, ,   ,  -1,        0,        8,   0.  0.  0.  0,   0, , 
DC:F7:19:4D:2D:C0, 2019-11-25 17:18:31, 2019-11-25 17:18:31, 11,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
74:D2:1D:C3:23:70, 2019-11-25 17:16:48, 2019-11-25 17:20:17, 11,  65, WPA2, CCMP, PSK, -78,       13,        2,   0.  0.  0.  0,  19, HUAWEI Mate 10 lite, 
6C:FA:89:16:F4:50, 2019-11-25 17:20:19, 2019-11-25 17:20:19, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
DC:F7:19:48:C8:80, 2019-11-25 17:20:30, 2019-11-25 17:20:30, 11,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
84:3D:C6:37:3A:3F, 2019-11-25 17:16:27, 2019-11-25 17:20:57, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
88:1D:FC:91:16:70, 2019-11-25 17:21:20, 2019-11-25 17:21:20, 11,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
DC:F7:19:4D:31:00, 2019-11-25 17:14:18, 2019-11-25 17:21:50, 11, 130, WPA2, CCMP, MGT, -76,      295,      129,   0.  0.  0.  0,   7, eduroam, 
4A:45:20:D4:2A:B5, 2019-11-25 17:13:10, 2019-11-25 17:21:53, 11, 130, WPA2, CCMP, PSK, -38,     3400,        0,   0.  0.  0.  0,  25, DIRECT-OVNAOCOMPREMHPms5B, 
58:EF:68:B7:23:C1, 2019-11-25 17:07:13, 2019-11-25 17:21:53, 11,  54, WEP, WEP GCMP, OPN, -38,     5364,   155922,   0.  0.  0.  0,   7, SIO_WEP, 
58:EF:68:B7:2B:91, 2019-11-25 17:07:13, 2019-11-25 17:21:53, 11, 360, WPA2 WPA, CCMP TKIP, PSK, -19,     6941,     3583,   0.  0.  0.  0,   7, SIO_WPA, 
DC:F7:19:4D:89:C0, 2019-11-25 17:12:29, 2019-11-25 17:21:36, 11,  -1, OPN, ,   ,  -1,        0,        3,   0.  0.  0.  0,   0, , 
DC:F7:19:3D:57:A0, 2019-11-25 17:09:33, 2019-11-25 17:21:33, 11,  -1, OPN, ,   ,  -1,        0,        5,   0.  0.  0.  0,   0, , 
FC:5B:39:B0:17:00, 2019-11-25 17:11:34, 2019-11-25 17:21:50, 11,  -1, WPA, ,   ,  -1,        0,       71,   0.  0.  0.  0,   7, eduroam, 
74:88:BB:20:C0:E0, 2019-11-25 17:10:19, 2019-11-25 17:21:50, 11,  -1, WPA, ,   ,  -1,        0,      154,   0.  0.  0.  0,   0, , 
DC:F7:19:4D:31:E0, 2019-11-25 17:21:32, 2019-11-25 17:21:32, 11,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 

Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs
02:A1:B3:4F:7D:CC, 2019-11-25 17:16:54, 2019-11-25 17:16:54, -85,        2, (not associated) ,TIM Wi-Fi SIM
DA:A1:19:E4:A7:12, 2019-11-25 17:16:49, 2019-11-25 17:16:49, -67,        6, (not associated) ,
20:10:7A:36:A5:0E, 2019-11-25 17:16:51, 2019-11-25 17:16:51, -65,        4, (not associated) ,eduroam
C6:C1:8F:EB:80:FA, 2019-11-25 17:16:53, 2019-11-25 17:16:53, -61,        1, (not associated) ,
FC:77:74:BC:8A:B8, 2019-11-25 17:14:38, 2019-11-25 17:16:53, -57,        9, (not associated) ,eduroam
62:2D:8C:CD:08:A6, 2019-11-25 17:16:49, 2019-11-25 17:16:49, -45,        7, (not associated) ,
F2:A1:BB:F9:46:D9, 2019-11-25 17:17:01, 2019-11-25 17:17:01, -67,        3, (not associated) ,
AA:26:0D:1C:72:B7, 2019-11-25 17:17:05, 2019-11-25 17:17:05, -59,       10, (not associated) ,
DA:A1:19:01:36:7D, 2019-11-25 17:17:04, 2019-11-25 17:17:05, -37,       13, (not associated) ,
36:BC:EB:78:93:60, 2019-11-25 17:17:17, 2019-11-25 17:17:17, -85,        1, (not associated) ,
88:10:8F:76:FB:93, 2019-11-25 17:16:40, 2019-11-25 17:17:14, -81,       12, DC:F7:19:4D:31:00,
02:77:86:F3:9E:DD, 2019-11-25 17:17:16, 2019-11-25 17:17:16, -79,        2, (not associated) ,
A4:50:46:EB:FF:E7, 2019-11-25 17:16:55, 2019-11-25 17:17:15, -75,        3, (not associated) ,
DA:A1:19:EA:A6:53, 2019-11-25 17:17:15, 2019-11-25 17:17:15, -75,        9, (not associated) ,NOS-8AB0,I have fi407
68:F5:2A:83:65:4A, 2019-11-25 17:17:14, 2019-11-25 17:17:14, -73,        3, (not associated) ,eduroam
D4:49:86:DF:89:E8, 2019-11-25 17:17:17, 2019-11-25 17:17:17, -69,        1, (not associated) ,eduroam
D2:8D:33:83:74:1C, 2019-11-25 17:17:18, 2019-11-25 17:17:18, -61,        2, (not associated) ,
DA:A1:19:8D:D5:BC, 2019-11-25 17:17:29, 2019-11-25 17:17:29, -85,        1, (not associated) ,
F4:0F:AD:71:0C:22, 2019-11-25 17:17:30, 2019-11-25 17:17:30, -79,        2, (not associated) ,eduroam
8C:2E:70:AB:B6:C6, 2019-11-25 17:17:25, 2019-11-25 17:17:25, -75,        1, (not associated) ,eduroam
44:1C:A8:E3:A4:33, 2019-11-25 17:17:30, 2019-11-25 17:17:30, -71,        2, (not associated) ,
24:18:1D:5C:FB:5B, 2019-11-25 17:16:56, 2019-11-25 17:17:26, -65,       17, (not associated) ,
C2:74:76:AE:45:92, 2019-11-25 17:17:28, 2019-11-25 17:17:28, -63,        3, (not associated) ,
24:39:94:93:45:AA, 2019-11-25 17:17:40, 2019-11-25 17:17:40, -83,        1, (not associated) ,eduroam
E4:42:A6:6C:C4:51, 2019-11-25 17:17:42, 2019-11-25 17:17:42, -75,        2, (not associated) ,eduroam
20:28:03:41:0A:B2, 2019-11-25 17:17:38, 2019-11-25 17:17:38, -65,        3, (not associated) ,eduroam
32:C8:24:4C:7B:34, 2019-11-25 17:17:37, 2019-11-25 17:17:38, -63,        8, (not associated) ,
56:F2:33:4D:02:67, 2019-11-25 17:17:39, 2019-11-25 17:17:39, -61,        3, (not associated) ,
AA:E8:1C:38:A2:86, 2019-11-25 17:17:51, 2019-11-25 17:17:51, -85,        1, (not associated) ,
B0:35:9F:54:60:37, 2019-11-25 17:16:47, 2019-11-25 17:17:54, -79,        2, (not associated) ,eduroam
F0:34:04:0C:F7:0C, 2019-11-25 17:17:34, 2019-11-25 17:17:50, -75,      534, 74:88:BB:20:C0:E0,eduroam,GM,*gm,gm
2E:FC:C4:DF:8A:BE, 2019-11-25 17:17:50, 2019-11-25 17:17:50, -75,        4, (not associated) ,
46:9C:D0:34:D1:D4, 2019-11-25 17:17:50, 2019-11-25 17:17:50, -71,        5, (not associated) ,
C6:3D:CB:39:72:D5, 2019-11-25 17:17:53, 2019-11-25 17:17:54, -65,        7, (not associated) ,
4E:C8:79:B6:DD:15, 2019-11-25 17:17:49, 2019-11-25 17:17:49, -59,        4, (not associated) ,
DA:A1:19:4D:61:B1, 2019-11-25 17:17:50, 2019-11-25 17:17:50, -53,        1, (not associated) ,
DA:A1:19:9B:CD:AC, 2019-11-25 17:17:51, 2019-11-25 17:17:51, -53,        1, (not associated) ,
DA:A1:19:A3:5A:98, 2019-11-25 17:17:51, 2019-11-25 17:17:51, -51,        1, (not associated) ,
DA:A1:19:35:53:E5, 2019-11-25 17:17:51, 2019-11-25 17:17:51, -48,        2, (not associated) ,
DA:A1:19:2E:E2:FB, 2019-11-25 17:17:51, 2019-11-25 17:17:51, -47,        1, (not associated) ,
1C:A7:12:E6:C1:07, 2019-11-25 17:18:02, 2019-11-25 17:18:02, -85,        1, (not associated) ,eduroam
88:6B:6E:14:CE:41, 2019-11-25 17:18:06, 2019-11-25 17:18:06, -85,        2, (not associated) ,eduroam
DA:A1:19:D7:F1:96, 2019-11-25 17:18:05, 2019-11-25 17:18:05, -83,        1, (not associated) ,
DA:A1:19:98:D2:4F, 2019-11-25 17:18:01, 2019-11-25 17:18:02, -71,       15, (not associated) ,
02:9E:0E:FB:27:36, 2019-11-25 17:18:02, 2019-11-25 17:18:02, -69,        1, (not associated) ,
9A:6B:F2:19:65:89, 2019-11-25 17:18:04, 2019-11-25 17:18:04, -63,        5, (not associated) ,
B6:D4:16:B7:64:F1, 2019-11-25 17:18:00, 2019-11-25 17:18:01, -61,        8, (not associated) ,
46:3A:13:16:28:BA, 2019-11-25 17:18:05, 2019-11-25 17:18:05, -61,        4, (not associated) ,
82:36:EC:09:1C:BB, 2019-11-25 17:18:04, 2019-11-25 17:18:05, -41,        9, (not associated) ,
DA:A1:19:01:85:98, 2019-11-25 17:18:17, 2019-11-25 17:18:17, -81,        1, (not associated) ,
C0:EE:FB:92:57:06, 2019-11-25 17:18:15, 2019-11-25 17:18:15, -77,        1, (not associated) ,eduroam
A8:C8:3A:21:C8:F2, 2019-11-25 17:18:18, 2019-11-25 17:18:18, -69,        8, (not associated) ,VodafoneWiFi
18:5E:0F:94:C7:99, 2019-11-25 17:14:54, 2019-11-25 17:18:14, -67,       22, (not associated) ,eduroam
76:40:F7:C8:4F:03, 2019-11-25 17:17:32, 2019-11-25 17:18:17, -65,        3, (not associated) ,
12:1B:28:20:7B:9B, 2019-11-25 17:18:16, 2019-11-25 17:18:16, -61,        5, (not associated) ,
4E:B6:54:F2:21:93, 2019-11-25 17:18:17, 2019-11-25 17:18:17, -59,        8, (not associated) ,
A6:0D:49:53:BB:F5, 2019-11-25 17:18:14, 2019-11-25 17:18:14, -57,        7, (not associated) ,
DA:A1:19:DA:9F:53, 2019-11-25 17:18:17, 2019-11-25 17:18:17, -55,        3, (not associated) ,eduroam
74:E5:F9:79:69:B3, 2019-11-25 17:18:26, 2019-11-25 17:18:26, -63,        4, (not associated) ,eduroam
F6:3E:5D:B7:5F:EB, 2019-11-25 17:18:26, 2019-11-25 17:18:26, -59,        3, (not associated) ,
12:DC:1E:BE:A1:D0, 2019-11-25 17:18:30, 2019-11-25 17:18:30, -57,        8, (not associated) ,
B2:72:B7:5C:58:1E, 2019-11-25 17:18:28, 2019-11-25 17:18:28, -55,        8, (not associated) ,
54:8C:A0:00:9A:F8, 2019-11-25 17:10:06, 2019-11-25 17:18:25, -33,      556, 58:EF:68:B7:23:C1,eduroam
4C:DD:31:0A:EA:2B, 2019-11-25 17:16:44, 2019-11-25 17:18:39, -71,       19, (not associated) ,eduroam
DA:A1:19:4C:85:21, 2019-11-25 17:17:35, 2019-11-25 17:18:39, -65,       24, (not associated) ,
96:AF:26:A8:CA:20, 2019-11-25 17:18:37, 2019-11-25 17:18:37, -63,        2, (not associated) ,
5A:DF:67:D1:5E:19, 2019-11-25 17:18:41, 2019-11-25 17:18:41, -63,       10, (not associated) ,
62:48:C8:F0:07:54, 2019-11-25 17:18:42, 2019-11-25 17:18:42, -63,        5, (not associated) ,
C6:1C:61:09:C2:AA, 2019-11-25 17:18:37, 2019-11-25 17:18:37, -59,        6, (not associated) ,
36:BB:1A:13:7E:34, 2019-11-25 17:18:38, 2019-11-25 17:18:38, -57,        9, (not associated) ,
BE:9A:41:A2:09:10, 2019-11-25 17:18:42, 2019-11-25 17:18:42, -57,        6, (not associated) ,
DA:A1:19:0D:CE:82, 2019-11-25 17:18:38, 2019-11-25 17:18:38, -39,        3, (not associated) ,eduroam
DA:A1:19:30:E8:DA, 2019-11-25 17:18:37, 2019-11-25 17:18:38, -29,        7, (not associated) ,
64:89:F1:04:7A:CD, 2019-11-25 17:14:28, 2019-11-25 17:18:49, -71,       67, (not associated) ,eduroam
26:D7:4A:76:40:D3, 2019-11-25 17:18:49, 2019-11-25 17:18:49, -65,        1, (not associated) ,
2E:2E:41:3B:E2:E0, 2019-11-25 17:18:54, 2019-11-25 17:18:54, -65,        1, (not associated) ,
DA:A1:19:6D:4C:32, 2019-11-25 17:18:49, 2019-11-25 17:18:49, -63,        2, (not associated) ,
DA:A1:19:9E:72:DF, 2019-11-25 17:18:54, 2019-11-25 17:18:54, -55,        1, (not associated) ,
DA:A1:19:95:A8:D2, 2019-11-25 17:18:54, 2019-11-25 17:18:54, -55,        1, (not associated) ,
92:99:1B:78:49:77, 2019-11-25 17:18:49, 2019-11-25 17:18:49, -53,        1, (not associated) ,
BA:C3:85:39:36:36, 2019-11-25 17:18:53, 2019-11-25 17:18:53, -47,        5, (not associated) ,
B2:FC:36:5B:71:09, 2019-11-25 17:16:16, 2019-11-25 17:18:54, -35,       92, (not associated) ,DIRECT-
A8:3E:0E:EE:C5:D2, 2019-11-25 17:18:28, 2019-11-25 17:18:54,  -1,       29, DC:F7:19:4D:31:00,
08:78:08:55:B0:5A, 2019-11-25 17:18:40, 2019-11-25 17:19:05, -75,        9, (not associated) ,eduroam
94:E9:79:36:07:64, 2019-11-25 17:16:41, 2019-11-25 17:19:01, -69,       27, (not associated) ,
DA:A1:19:12:36:F0, 2019-11-25 17:19:02, 2019-11-25 17:19:02, -67,        1, (not associated) ,
40:E2:30:C5:76:C1, 2019-11-25 17:19:05, 2019-11-25 17:19:05, -63,        3, (not associated) ,eduroam
76:C3:D7:37:08:7F, 2019-11-25 17:19:05, 2019-11-25 17:19:05, -61,        1, (not associated) ,
42:04:25:AF:FD:0B, 2019-11-25 17:19:05, 2019-11-25 17:19:05, -59,        1, (not associated) ,
6E:77:D2:C4:C7:17, 2019-11-25 17:19:02, 2019-11-25 17:19:02, -41,        3, (not associated) ,
B0:EB:57:30:F3:90, 2019-11-25 17:18:42, 2019-11-25 17:19:18, -81,       10, DC:F7:19:4D:31:00,eduroam
4C:66:41:90:62:83, 2019-11-25 17:19:14, 2019-11-25 17:19:15, -77,        2, (not associated) ,
60:F1:89:70:90:1E, 2019-11-25 17:18:55, 2019-11-25 17:19:13, -75,        2, (not associated) ,eduroam
20:A6:0C:26:14:86, 2019-11-25 17:17:14, 2019-11-25 17:19:16, -73,        9, (not associated) ,
A6:38:CE:79:75:0E, 2019-11-25 17:19:15, 2019-11-25 17:19:15, -61,        3, (not associated) ,
B6:AF:D5:74:10:05, 2019-11-25 17:19:15, 2019-11-25 17:19:15, -55,        2, (not associated) ,
E2:8F:96:25:0F:FD, 2019-11-25 17:19:18, 2019-11-25 17:19:18, -47,        4, (not associated) ,
0C:2C:54:9C:0A:E0, 2019-11-25 17:19:15, 2019-11-25 17:19:18,  -1,        5, DC:F7:19:4D:31:00,
58:00:E3:17:C6:DD, 2019-11-25 17:17:00, 2019-11-25 17:19:28, -75,        5, (not associated) ,
DA:A1:19:B3:56:EA, 2019-11-25 17:19:30, 2019-11-25 17:19:30, -73,        1, (not associated) ,
DA:A1:19:7F:64:46, 2019-11-25 17:19:30, 2019-11-25 17:19:30, -71,        1, (not associated) ,
6A:FA:C7:8F:A2:F4, 2019-11-25 17:19:29, 2019-11-25 17:19:29, -67,        1, (not associated) ,
DA:A1:19:A2:F6:0E, 2019-11-25 17:17:29, 2019-11-25 17:19:26, -63,       11, (not associated) ,eduroam
26:6D:57:3B:1D:88, 2019-11-25 17:19:24, 2019-11-25 17:19:27, -61,        3, (not associated) ,
02:08:0E:A1:9B:FC, 2019-11-25 17:19:26, 2019-11-25 17:19:26, -59,        1, (not associated) ,
A2:E1:B6:C0:65:87, 2019-11-25 17:19:29, 2019-11-25 17:19:29, -59,        2, (not associated) ,
6A:BE:9F:FD:0A:4A, 2019-11-25 17:19:25, 2019-11-25 17:19:25, -55,        3, (not associated) ,
40:4D:7F:66:4E:09, 2019-11-25 17:19:36, 2019-11-25 17:19:42, -85,        2, 64:F6:9D:5B:C5:00,
56:68:D4:72:8B:59, 2019-11-25 17:19:42, 2019-11-25 17:19:42, -65,        3, (not associated) ,
70:C9:4E:E7:24:ED, 2019-11-25 17:19:42, 2019-11-25 17:19:42, -65,        2, (not associated) ,eduroam
16:53:7A:37:AF:BA, 2019-11-25 17:19:41, 2019-11-25 17:19:41, -59,        2, (not associated) ,
52:34:3D:AA:78:58, 2019-11-25 17:19:38, 2019-11-25 17:19:38, -55,        2, (not associated) ,
DA:A1:19:6B:51:EB, 2019-11-25 17:16:44, 2019-11-25 17:19:52, -79,       83, (not associated) ,
DA:A1:19:18:B1:9C, 2019-11-25 17:19:49, 2019-11-25 17:19:49, -79,        1, (not associated) ,eduroam
80:C5:F2:D8:99:39, 2019-11-25 17:19:32, 2019-11-25 17:19:52, -73,       11, (not associated) ,eduroam
E4:B3:18:52:74:4D, 2019-11-25 17:17:40, 2019-11-25 17:19:52, -69,        4, (not associated) ,eduroam
2A:59:F9:48:E9:8B, 2019-11-25 17:16:10, 2019-11-25 17:19:53, -67,        4, (not associated) ,
94:B8:6D:91:54:1F, 2019-11-25 17:14:28, 2019-11-25 17:19:53, -65,        6, (not associated) ,eduroam
66:C3:40:E6:50:CD, 2019-11-25 17:19:52, 2019-11-25 17:19:52, -61,        4, (not associated) ,
D2:91:B4:96:BB:0A, 2019-11-25 17:19:52, 2019-11-25 17:19:52, -57,        3, (not associated) ,
FA:38:49:B5:7C:ED, 2019-11-25 17:19:49, 2019-11-25 17:19:49, -51,        3, (not associated) ,
DA:A1:19:B0:5C:10, 2019-11-25 17:20:05, 2019-11-25 17:20:05, -83,        1, (not associated) ,eduroam
DA:A1:19:03:3D:CC, 2019-11-25 17:18:12, 2019-11-25 17:20:03, -73,       10, (not associated) ,
54:8C:A0:00:6D:70, 2019-11-25 17:16:57, 2019-11-25 17:20:06, -71,        9, (not associated) ,eduroam
7A:8F:40:39:9A:05, 2019-11-25 17:20:02, 2019-11-25 17:20:02, -69,        2, (not associated) ,
E2:AE:F1:FF:33:24, 2019-11-25 17:20:03, 2019-11-25 17:20:03, -63,        5, (not associated) ,
3E:84:46:66:EF:40, 2019-11-25 17:20:03, 2019-11-25 17:20:03, -57,        1, (not associated) ,
DC:8B:28:83:D8:9E, 2019-11-25 17:17:20, 2019-11-25 17:20:06, -55,        5, (not associated) ,eduroam
FE:F0:6D:EC:4F:1F, 2019-11-25 17:20:06, 2019-11-25 17:20:06, -51,        3, (not associated) ,
46:61:B1:75:09:37, 2019-11-25 17:20:18, 2019-11-25 17:20:18, -67,        1, (not associated) ,
D2:8D:35:2A:3D:C9, 2019-11-25 17:20:16, 2019-11-25 17:20:16, -63,        4, (not associated) ,
C6:12:26:89:8B:C0, 2019-11-25 17:20:13, 2019-11-25 17:20:13, -61,        1, (not associated) ,
DA:A1:19:EA:BB:44, 2019-11-25 17:15:16, 2019-11-25 17:20:16, -47,        6, (not associated) ,
DA:A1:19:94:87:2D, 2019-11-25 17:20:14, 2019-11-25 17:20:15, -43,       13, (not associated) ,
AC:E0:10:56:37:19, 2019-11-25 17:10:11, 2019-11-25 17:20:29, -81,        4, (not associated) ,eduroam
E4:42:A6:77:E2:65, 2019-11-25 17:20:28, 2019-11-25 17:20:28, -71,        1, (not associated) ,eduroam
06:31:39:03:16:AA, 2019-11-25 17:20:29, 2019-11-25 17:20:29, -63,        2, (not associated) ,
1A:AC:A1:27:C3:F6, 2019-11-25 17:20:30, 2019-11-25 17:20:30, -63,        3, (not associated) ,
F2:D5:14:8D:3A:3C, 2019-11-25 17:20:27, 2019-11-25 17:20:27, -61,        1, (not associated) ,
86:32:FE:30:75:48, 2019-11-25 17:20:41, 2019-11-25 17:20:41, -79,        1, (not associated) ,
C6:56:14:F9:02:18, 2019-11-25 17:20:40, 2019-11-25 17:20:40, -75,       24, (not associated) ,Vodafone-8A066A,MEO-3A479F,AndroidAP,eduroam,MEO-BB4C2D,Cabovisao-73B0,rodrigo,Rodrigo,cufc,conectem-se a mim <3
60:AB:67:85:2A:00, 2019-11-25 17:15:03, 2019-11-25 17:20:40, -69,        6, (not associated) ,eduroam
DA:A1:19:59:CE:24, 2019-11-25 17:20:38, 2019-11-25 17:20:38, -59,        4, (not associated) ,
1E:BF:A8:29:9F:8B, 2019-11-25 17:20:39, 2019-11-25 17:20:40, -59,        4, (not associated) ,
06:9E:3F:7A:4C:48, 2019-11-25 17:20:40, 2019-11-25 17:20:40, -59,        2, (not associated) ,
10:30:25:98:B3:BC, 2019-11-25 17:11:26, 2019-11-25 17:21:20, -85,       72, DC:F7:19:3D:57:A0,eduroam
74:DF:BF:B5:10:5E, 2019-11-25 17:16:50, 2019-11-25 17:20:56, -85,       23, DC:F7:19:4D:82:A0,
00:03:AC:1C:B1:1F, 2019-11-25 17:16:52, 2019-11-25 17:21:17, -85,       17, (not associated) ,eduroam
A8:0C:63:8E:75:AB, 2019-11-25 17:21:19, 2019-11-25 17:21:27, -85,      104, FC:5B:39:B0:17:00,
40:E2:30:7D:75:0F, 2019-11-25 17:17:40, 2019-11-25 17:21:24, -83,       27, DC:F7:19:4D:82:A0,
3C:05:18:12:F4:B7, 2019-11-25 17:20:56, 2019-11-25 17:20:56, -81,        2, (not associated) ,MEO-WiFi.x
A4:71:74:C5:E9:90, 2019-11-25 17:14:31, 2019-11-25 17:21:24, -79,       63, 88:1D:FC:91:16:7F,eduroam
B0:FC:36:5B:71:09, 2019-11-25 17:19:18, 2019-11-25 17:21:39, -79,       34, (not associated) ,eduroam
D4:6D:6D:9B:E1:46, 2019-11-25 17:17:47, 2019-11-25 17:21:04, -77,        2, (not associated) ,eduroam
68:17:29:82:49:57, 2019-11-25 17:19:05, 2019-11-25 17:21:08, -77,        4, 74:88:BB:20:C0:E0,eduroam
DA:A1:19:BE:5F:B1, 2019-11-25 17:20:12, 2019-11-25 17:20:52, -77,        5, (not associated) ,
7C:B0:C2:62:8E:D2, 2019-11-25 17:15:01, 2019-11-25 17:21:50, -75,      278, FC:5B:39:B0:17:00,eduroam
F0:C8:50:15:33:95, 2019-11-25 17:15:46, 2019-11-25 17:20:50, -76,       14, DC:F7:19:4D:31:00,
DA:A1:19:0E:89:3D, 2019-11-25 17:21:08, 2019-11-25 17:21:08, -76,        1, (not associated) ,
48:51:B7:AB:93:52, 2019-11-25 17:17:15, 2019-11-25 17:21:48, -75,       10, (not associated) ,eduroam
50:8F:4C:42:A8:58, 2019-11-25 17:17:14, 2019-11-25 17:21:49, -76,       57, 74:88:BB:20:C0:E0,
F0:43:47:CA:29:46, 2019-11-25 17:11:39, 2019-11-25 17:20:52, -75,       34, DC:F7:19:4D:89:C0,Lazer_363,eduroam
DA:A1:19:BE:F8:05, 2019-11-25 17:15:05, 2019-11-25 17:20:52, -75,        3, (not associated) ,
F0:27:65:7D:42:69, 2019-11-25 17:20:51, 2019-11-25 17:20:51, -75,        1, (not associated) ,
C4:8E:8F:A8:BA:BB, 2019-11-25 17:16:05, 2019-11-25 17:21:16, -75,       30, FC:5B:39:B0:17:00,eduroam
8C:1A:BF:5D:D0:3C, 2019-11-25 17:16:51, 2019-11-25 17:21:28, -75,       13, (not associated) ,DINAVANESSA
DA:A1:19:A0:BB:32, 2019-11-25 17:21:33, 2019-11-25 17:21:33, -75,        4, (not associated) ,
CC:61:E5:76:DC:57, 2019-11-25 17:20:52, 2019-11-25 17:20:52, -73,        1, (not associated) ,eduroam
DA:A1:19:DE:44:05, 2019-11-25 17:21:27, 2019-11-25 17:21:27, -73,        5, (not associated) ,eduroam
60:F1:89:66:4F:20, 2019-11-25 17:14:17, 2019-11-25 17:21:33, -73,       27, (not associated) ,eduroam
00:5A:13:2E:B8:37, 2019-11-25 17:21:37, 2019-11-25 17:21:37, -73,        1, (not associated) ,
24:0A:64:30:1A:8C, 2019-11-25 17:14:31, 2019-11-25 17:21:27, -71,       54, FC:5B:39:B0:17:00,eduroam
74:4A:A4:CA:A2:03, 2019-11-25 17:21:31, 2019-11-25 17:21:31, -71,        1, (not associated) ,
DA:A1:19:38:3D:57, 2019-11-25 17:21:37, 2019-11-25 17:21:37, -71,        1, (not associated) ,
74:DF:BF:F3:2A:2A, 2019-11-25 17:12:41, 2019-11-25 17:21:49, -71,      189, 74:88:BB:20:C0:E0,eduroam
B0:C0:90:CA:D3:5F, 2019-11-25 17:17:40, 2019-11-25 17:21:40, -69,        6, 74:88:BB:20:C0:E0,eduroam
74:DF:BF:B4:FC:84, 2019-11-25 17:13:03, 2019-11-25 17:21:50, -67,      177, 74:88:BB:20:C0:E0,eduroam
44:85:00:18:3D:DC, 2019-11-25 17:19:02, 2019-11-25 17:21:12, -69,        3, (not associated) ,eduroam
50:E0:85:6C:EF:8A, 2019-11-25 17:17:14, 2019-11-25 17:21:02, -69,       11, (not associated) ,eduroam
B0:89:00:35:1D:DD, 2019-11-25 17:21:14, 2019-11-25 17:21:17, -69,        3, (not associated) ,
3C:A0:67:59:FE:F9, 2019-11-25 17:14:12, 2019-11-25 17:21:46, -69,      154, 74:88:BB:20:C0:E0,
40:E2:30:D4:AD:C9, 2019-11-25 17:17:24, 2019-11-25 17:21:44, -67,        7, 74:88:BB:20:C0:E0,eduroam
38:0B:40:20:33:1D, 2019-11-25 17:14:19, 2019-11-25 17:21:33, -67,       23, (not associated) ,
2A:AE:2B:D3:33:A9, 2019-11-25 17:20:55, 2019-11-25 17:20:56, -67,        2, (not associated) ,
A0:56:F3:A8:FC:B3, 2019-11-25 17:15:33, 2019-11-25 17:21:33, -67,       59, (not associated) ,eduroam
58:00:E3:17:AF:20, 2019-11-25 17:10:21, 2019-11-25 17:21:49, -65,      257, 74:88:BB:20:C0:E0,eduroam
94:E9:79:27:FA:C7, 2019-11-25 17:16:35, 2019-11-25 17:21:40, -65,       16, (not associated) ,eduroam
D4:6D:6D:39:DB:22, 2019-11-25 17:19:58, 2019-11-25 17:21:25, -65,        5, (not associated) ,
98:3B:8F:BE:D4:1C, 2019-11-25 17:15:27, 2019-11-25 17:20:59, -65,       10, (not associated) ,eduroam
A4:50:46:4B:07:AB, 2019-11-25 17:18:42, 2019-11-25 17:20:49, -65,       12, DC:F7:19:4D:31:00,eduroam
6E:65:D1:1E:FC:C0, 2019-11-25 17:20:50, 2019-11-25 17:20:50, -65,        2, (not associated) ,
